x,rho(x),R(x),V(rho)
-4.374374374374374597e+00,1.000000000978902515e+00,-2.208526964421344247e-07,4.791250665484486205e-19
-4.354354354354354584e+00,1.000000001165821661e+00,-2.605330784146955910e-07,6.795700731305827717e-19
-4.334334334334334571e+00,1.000000001387320037e+00,-3.070829447047234245e-07,9.623284420143005933e-19
-4.314314314314314558e+00,1.000000001649578696e+00,-3.616432620902975522e-07,1.360554936920004898e-18
-4.294294294294294545e+00,1.000000001959843177e+00,-4.255365714462168371e-07,1.920492638502256351e-18
-4.274274274274274532e+00,1.000000002326598469e+00,-5.002935798296363740e-07,2.706530218994721596e-18
-4.254254254254254519e+00,1.000000002759773743e+00,-5.876834920771097968e-07,3.808175555907410427e-18
-4.234234234234234506e+00,1.000000003270975935e+00,-6.897534834306300424e-07,5.349641782219153652e-18
-4.214214214214214493e+00,1.000000003873763310e+00,-8.088644326493153815e-07,7.503021091434912141e-18
-4.194194194194194480e+00,1.000000004583958768e+00,-9.477362116503317880e-07,1.050633899392539694e-17
-4.174174174174174468e+00,1.000000005420011329e+00,-1.109506271190557756e-06,1.468826140128457963e-17
-4.154154154154154455e+00,1.000000006403413355e+00,-1.297784902532528938e-06,2.050185129823943581e-17
-4.134134134134134442e+00,1.000000007559181281e+00,-1.516720471137325276e-06,2.857061081894369915e-17
-4.114114114114114429e+00,1.000000008916406280e+00,-1.771079608398805143e-06,3.975115047482967209e-17
-4.094094094094094416e+00,1.000000010508889092e+00,-2.066332389383231254e-06,5.521837497675725833e-17
-4.074074074074074403e+00,1.000000012375866998e+00,-2.408749975595427351e-06,7.658104197449997627e-17
-4.054054054054054390e+00,1.000000014562848261e+00,-2.805513891763725311e-06,1.060382747309819228e-16
-4.034034034034034377e+00,1.000000017122567586e+00,-3.264839014144113684e-06,1.465911603688132743e-16
-4.014014014014014364e+00,1.000000020116078581e+00,-3.796117749359732214e-06,2.023283087315725888e-16
-3.993993993993994351e+00,1.000000023614003419e+00,-4.410075847232646576e-06,2.788105787439584918e-16
-3.973973973973974338e+00,1.000000027697960370e+00,-5.118945249111041307e-06,3.835885043213282313e-16
-3.953953953953954326e+00,1.000000032462190935e+00,-5.936666021212139971e-06,5.268969201610397465e-16
-3.933933933933934313e+00,1.000000038015414816e+00,-6.879110724933190876e-06,7.225858818190411906e-16
-3.913913913913914300e+00,1.000000044482942441e+00,-7.964330808595931804e-06,9.893660840885515463e-16
-3.893893893893894287e+00,1.000000052009077267e+00,-9.212834161611267947e-06,1.352472059087647938e-15
-3.873873873873874274e+00,1.000000060759845377e+00,-1.064789757051987369e-05,1.845879405132691964e-15
-3.853853853853854261e+00,1.000000070926093443e+00,-1.229591573884072891e-05,2.515255365530933187e-15
-3.833833833833834248e+00,1.000000082727002360e+00,-1.418678562412855483e-05,3.421878459699459557e-15
-3.813813813813814235e+00,1.000000096414067396e+00,-1.635433689515269798e-05,4.647836195965183251e-15
-3.793793793793794222e+00,1.000000112275601261e+00,-1.883681058654554499e-05,6.302905319213710538e-15
-3.773773773773774209e+00,1.000000130641826468e+00,-2.167738969022854796e-05,8.533643411439222820e-15
-3.753753753753754197e+00,1.000000151890623634e+00,-2.492478833137506695e-05,1.153538077399122988e-14
-3.733733733733734184e+00,1.000000176454019618e+00,-2.863390077507760721e-05,1.556801051968843960e-14
-3.713713713713714171e+00,1.000000204825495898e+00,-3.286652397483289624e-05,2.097674188483030163e-14
-3.693693693693694158e+00,1.000000237568219319e+00,-3.769215158478783070e-05,2.821932941519387703e-14
-3.673673673673674145e+00,1.000000275324296695e+00,-4.318884774507261406e-05,3.790173417519757407e-14
-3.653653653653654132e+00,1.000000318825172485e+00,-4.944421684387931531e-05,5.082474530506056700e-14
-3.633633633633634119e+00,1.000000368903296577e+00,-5.655646343813561699e-05,6.804482111269516948e-14
-3.613613613613614106e+00,1.000000426505207152e+00,-6.463555230337244997e-05,9.095334586375988171e-14
-3.593593593593594093e+00,1.000000492706178079e+00,-7.380449229454424129e-05,1.213796889586376453e-13
-3.573573573573573192e+00,1.000000568726606920e+00,-8.420073404348377946e-05,1.617249767092925112e-13
-3.553553553553553179e+00,1.000000655950328055e+00,-9.597769478615676849e-05,2.151354164374321037e-13
-3.533533533533533166e+00,1.000000755945052777e+00,-1.093064331686648507e-04,2.857264614091672427e-13
-3.513513513513513153e+00,1.000000870485163063e+00,-1.243774665484436012e-04,3.788722095560083057e-13
-3.493493493493493141e+00,1.000001001577098814e+00,-1.414027498980454604e-04,5.015783424339891916e-13
-3.473473473473473128e+00,1.000001151487603490e+00,-1.606178312624693375e-04,6.629618504957482556e-13
-3.453453453453453115e+00,1.000001322775116108e+00,-1.822841858387338652e-04,8.748670038975738420e-13
-3.433433433433433102e+00,1.000001518324620697e+00,-2.066917436247885131e-04,1.152654826907864112e-12
-3.413413413413413089e+00,1.000001741386290499e+00,-2.341616259977211990e-04,1.516213106369170993e-12
-3.393393393393393076e+00,1.000001995618292172e+00,-2.650490999299890912e-04,1.991246184025937800e-12
-3.373373373373373063e+00,1.000002285134144797e+00,-2.997467589639611629e-04,2.610919029858879707e-12
-3.353353353353353050e+00,1.000002614555057789e+00,-3.386879475392717679e-04,3.417949075106073658e-12
-3.333333333333333037e+00,1.000002989067704906e+00,-3.823504394446173020e-04,4.467262872256113604e-12
-3.313313313313313024e+00,1.000003414487926179e+00,-4.312603803275351323e-04,5.829363899010475844e-12
-3.293293293293293011e+00,1.000003897330883129e+00,-4.859965050181052834e-04,7.594594006296148787e-12
-3.273273273273272999e+00,1.000004444888232147e+00,-5.471946416586315892e-04,9.878515698138719362e-12
-3.253253253253252986e+00,1.000005065312915331e+00,-6.155525125413421634e-04,1.282869746510990811e-11
-3.233233233233232973e+00,1.000005767712213167e+00,-6.918348382171185485e-04,1.663325208695896292e-11
-3.213213213213212960e+00,1.000006562249737607e+00,-7.768787580682261912e-04,2.153156080936299796e-11
-3.193193193193192947e+00,1.000007460257092973e+00,-8.715995680514790388e-04,2.782771794662482050e-11
-3.173173173173172934e+00,1.000008474355969623e+00,-9.769967812786040356e-04,3.590735454994421849e-11
-3.153153153153152921e+00,1.000009618591481297e+00,-1.094160517900988425e-03,4.625865104204345833e-11
-3.133133133133132908e+00,1.000010908577600555e+00,-1.224278223250808550e-03,5.949853263366117234e-11
-3.113113113113112895e+00,1.000012361655590265e+00,-1.368641713978698731e-03,7.640526446616534117e-11
-3.093093093093092882e+00,1.000013997066374616e+00,-1.528654544814157714e-03,9.795893354770071268e-11
-3.073073073073072869e+00,1.000015836137834624e+00,-1.705839691839520578e-03,1.253916307586032460e-10
-3.053053053053052857e+00,1.000017902488056887e+00,-1.901847543528206513e-03,1.602495393134866804e-10
-3.033033033033032844e+00,1.000020222245605606e+00,-2.118464177836284785e-03,2.044696086667173699e-10
-3.013013013013012831e+00,1.000022824287927437e+00,-2.357619912682568444e-03,2.604740596972621040e-10
-2.992992992992992818e+00,1.000025740499032922e+00,-2.621398110394394191e-03,3.312866452319398889e-10
-2.972972972972972805e+00,1.000029006047638447e+00,-2.912044194963187439e-03,4.206753998019234555e-10
-2.952952952952952792e+00,1.000032659686976189e+00,-3.231974859504233716e-03,5.333275766913114970e-10
-2.932932932932932779e+00,1.000036744077508866e+00,-3.583787427019083892e-03,6.750636159887635395e-10
-2.912912912912912766e+00,1.000041306133808927e+00,-3.970269305344444402e-03,8.530983451204957624e-10
-2.892892892892892753e+00,1.000046397396872733e+00,-4.394407493154501958e-03,1.076359218282932935e-09
-2.872872872872872740e+00,1.000052074433150695e+00,-4.859398081582734508e-03,1.355873293983103538e-09
-2.852852852852852727e+00,1.000058399261575470e+00,-5.368655675800864009e-03,1.705236876280098635e-09
-2.832832832832832715e+00,1.000065439809861845e+00,-5.925822667634434576e-03,2.141184357377194974e-09
-2.812812812812812702e+00,1.000073270401332648e+00,-6.534778271651719116e-03,2.684275855723649034e-09
-2.792792792792792689e+00,1.000081972273501485e+00,-7.199647235511941537e-03,3.359726811501125598e-09
-2.772772772772772676e+00,1.000091634129593565e+00,-7.924808131584411969e-03,4.198406853185151190e-09
-2.752752752752752663e+00,1.000102352724146604e+00,-8.714901108929576021e-03,5.238040070115385429e-09
-2.732732732732732650e+00,1.000114233483752280e+00,-9.574834990415443184e-03,6.524644405091163161e-09
-2.712712712712712637e+00,1.000127391163929014e+00,-1.050979359332228878e-02,8.114254323594424417e-09
-2.692692692692692624e+00,1.000141950543006697e+00,-1.152524113285014092e-02,1.007497832994806142e-08
-2.672672672672672611e+00,1.000158047153800744e+00,-1.262692655601431804e-02,1.248945141225807899e-08
-2.652652652652652598e+00,1.000175828053704308e+00,-1.382088666095681283e-02,1.545775223472246687e-08
-2.632632632632632586e+00,1.000195452633684701e+00,-1.511344782887856335e-02,1.910086600714289360e-08
-2.612612612612612573e+00,1.000217093466487572e+00,-1.651122619700983590e-02,2.356478659579534604e-08
-2.592592592592592560e+00,1.000240937194155633e+00,-1.802112609638825691e-02,2.902536576379451070e-08
-2.572572572572572547e+00,1.000267185454753349e+00,-1.965033655483996305e-02,3.569403361587700988e-08
-2.552552552552552534e+00,1.000296055847936350e+00,-2.140632568079646816e-02,4.382453254865546033e-08
-2.532532532532532521e+00,1.000327782938744026e+00,-2.329683271685112703e-02,5.372082746583483147e-08
-2.512512512512512508e+00,1.000362619298693856e+00,-2.532985756096684318e-02,6.574637789261193868e-08
-2.492492492492492495e+00,1.000400836582937103e+00,-2.751364754442021943e-02,8.033498311034653122e-08
-2.472472472472472482e+00,1.000442726641893598e+00,-2.985668125137151685e-02,9.800343972119117983e-08
-2.452452452452452469e+00,1.000488602665401627e+00,-3.236764917163881261e-02,1.193662823187873105e-07
-2.432432432432432456e+00,1.000538800357033242e+00,-3.505543096513471374e-02,1.451529123695746639e-07
-2.412412412412412444e+00,1.000593679135784786e+00,-3.792906914126494000e-02,1.762274581330851557e-07
-2.392392392392392431e+00,1.000653623361916322e+00,-4.099773893844900485e-02,2.136117496213978325e-07
-2.372372372372372418e+00,1.000719043583227830e+00,-4.427071420968416160e-02,2.585118372905583968e-07
-2.352352352352352405e+00,1.000790377797563968e+00,-4.775732914073575058e-02,3.123485314410344709e-07
-2.332332332332332392e+00,1.000868092726819203e+00,-5.146693560915393401e-02,3.767924911781996494e-07
-2.312312312312312379e+00,1.000952685097169947e+00,-5.540885603710649782e-02,4.538044471848560852e-07
-2.292292292292292366e+00,1.001044682919695950e+00,-5.959233160851777622e-02,5.456812013522268082e-07
-2.272272272272272353e+00,1.001144646764982271e+00,-6.402646572295249416e-02,6.551081082921893755e-07
-2.252252252252252340e+00,1.001253171024692801e+00,-6.872016260618371564e-02,7.852188085648020491e-07
-2.232232232232232327e+00,1.001370885152509382e+00,-7.368206102118429746e-02,9.396630506853362478e-07
-2.212212212212212314e+00,1.001498454876218025e+00,-7.892046305255087657e-02,1.122683508030788336e-06
-2.192192192192192302e+00,1.001636583372111478e+00,-8.444325798172779007e-02,1.339202566935887569e-06
-2.172172172172172289e+00,1.001786012392265723e+00,-9.025784130669667338e-02,1.594920132663366075e-06
-2.152152152152152276e+00,1.001947523334641099e+00,-9.637102901590935411e-02,1.896423569485793314e-06
-2.132132132132132263e+00,1.002121938245363664e+00,-1.027889672620018319e-01,2.251310958568512091e-06
-2.112112112112112250e+00,1.002310120741966681e+00,-1.095170376464828926e-01,2.668328921232345077e-06
-2.092092092092092237e+00,1.002512976845807868e+00,-1.165597583852576863e-01,3.157526313783231353e-06
-2.072072072072072224e+00,1.002731455711362907e+00,-1.239206816740722056e-01,3.730425151568521492e-06
-2.052052052052052211e+00,1.002966550239587473e+00,-1.316022876546011633e-01,4.400210161998247533e-06
-2.032032032032032198e+00,1.003219297562104817e+00,-1.396058754399486235e-01,5.181938396687009197e-06
-2.012012012012012185e+00,1.003490779382559595e+00,-1.479314517312671773e-01,6.092770348851572132e-06
-1.991991991991991284e+00,1.003782122161146040e+00,-1.565776176345289872e-01,7.152224020915995188e-06
-1.971971971971971271e+00,1.004094497128024122e+00,-1.655414543618340395e-01,8.382453365698890193e-06
-1.951951951951951258e+00,1.004429120111139051e+00,-1.748184085710592361e-01,9.808552479448200370e-06
-1.931931931931931246e+00,1.004787251163817174e+00,-1.844021781791133907e-01,1.145888685273444601e-05
-1.911911911911911233e+00,1.005170193977473980e+00,-1.942845995672319026e-01,1.336545288235410736e-05
-1.891891891891891220e+00,1.005579295064812584e+00,-2.044555371572747693e-01,1.556426671012102825e-05
-1.871871871871871207e+00,1.006015942699048482e+00,-2.149027764225652781e-01,1.809578327911736705e-05
-1.851851851851851194e+00,1.006481565594945726e+00,-2.256119214564764330e-01,2.100534628079207198e-05
-1.831831831831831181e+00,1.006977631317836908e+00,-2.365662982859764452e-01,2.434366940382920929e-05
-1.811811811811811168e+00,1.007505644407277856e+00,-2.477468651898742102e-01,2.816734898425068056e-05
-1.791791791791791155e+00,1.008067144202630772e+00,-2.591321313012312499e-01,3.253940779301963624e-05
-1.771771771771771142e+00,1.008663702358608916e+00,-2.706980848366032921e-01,3.752986927928284597e-05
-1.751751751751751129e+00,1.009296920039719492e+00,-2.824181323237464625e-01,4.321636111246893489e-05
-1.731731731731731116e+00,1.009968424783572294e+00,-2.942630502001361004e-01,4.968474633286916383e-05
-1.711711711711711104e+00,1.010679867024200762e+00,-3.062009501711256965e-01,5.702977982730541770e-05
-1.691691691691691091e+00,1.011432916267867244e+00,-3.181972596998355884e-01,6.535578719403173430e-05
-1.671671671671671078e+00,1.012229256915293529e+00,-3.302147189781069470e-01,7.477736235012729890e-05
-1.651651651651651065e+00,1.013070583725877771e+00,-3.422133956717147707e-01,8.542007946759041831e-05
-1.631631631631631052e+00,1.013958596921220146e+00,-3.541507186704466736e-01,9.742121400454826867e-05
-1.611611611611611039e+00,1.014894996927182991e+00,-3.659815320003906858e-01,1.109304667303953634e-04
-1.591591591591591026e+00,1.015881478755754408e+00,-3.776581699288678595e-01,1.261106837347392878e-04
-1.571571571571571013e+00,1.016919726030160565e+00,-3.891305541729938589e-01,1.431385644678464988e-04
-1.551551551551551000e+00,1.018011404658963226e+00,-4.003463139943163607e-01,1.622053488944611018e-04
-1.531531531531530987e+00,1.019158156167303764e+00,-4.112509297552643384e-01,1.835174738653996222e-04
-1.511511511511510975e+00,1.020361590695970433e+00,-4.217879003448102293e-01,2.072971878351148438e-04
-1.491491491491490962e+00,1.021623279681578067e+00,-4.318989346781183514e-01,2.337831120938734300e-04
-1.471471471471470949e+00,1.022944748233854062e+00,-4.415241672180580390e-01,2.632307357574745709e-04
-1.451451451451450936e+00,1.024327467228775435e+00,-4.506023972538014677e-01,2.959128308835713727e-04
-1.431431431431430923e+00,1.025772845139120815e+00,-4.590713513897221598e-01,3.321197732825516757e-04
-1.411411411411410910e+00,1.027282219626842963e+00,-4.668679684280804265e-01,3.721597538836476731e-04
-1.391391391391390897e+00,1.028856848924517342e+00,-4.739287055715515340e-01,4.163588649262088613e-04
-1.371371371371370884e+00,1.030497903035978657e+00,-4.801898645645322206e-01,4.650610447959780823e-04
-1.351351351351350871e+00,1.032206454789068140e+00,-4.855879361169434527e-01,5.186278650401450040e-04
-1.331331331331330858e+00,1.033983470776186131e+00,-4.900599606752694681e-01,5.774381429979484398e-04
-1.311311311311310845e+00,1.035829802221030604e+00,-4.935439033364790729e-01,6.418873635990848163e-04
-1.291291291291290833e+00,1.037746175812496174e+00,-4.959790404350074566e-01,7.123868942339355633e-04
-1.271271271271270820e+00,1.039733184549174183e+00,-4.973063550910266639e-01,7.893629772093669695e-04
-1.251251251251250807e+00,1.041791278640207929e+00,-4.974689387981320321e-01,8.732554851917498145e-04
-1.231231231231230794e+00,1.043920756510402281e+00,-4.964123959261525498e-01,9.645164262230221603e-04
-1.211211211211210781e+00,1.046121755959423805e+00,-4.940852478579894069e-01,1.063608186390322622e-03
-1.191191191191190768e+00,1.048394245526645285e+00,-4.904393333575545189e-01,1.171001500046613564e-03
-1.171171171171170755e+00,1.050738016114651341e+00,-4.854302016756621430e-01,1.287173139625309541e-03
-1.151151151151150742e+00,1.053152672925616651e+00,-4.790174948508507113e-01,1.412603319568790606e-03
-1.131131131131130729e+00,1.055637627765660724e+00,-4.711653156736771431e-01,1.547772811695110641e-03
-1.111111111111110716e+00,1.058192091772861998e+00,-4.618425778154687800e-01,1.693159772450596613e-03
-1.091091091091090703e+00,1.060815068624857860e+00,-4.510233347199034126e-01,1.849236285923085534e-03
-1.071071071071070691e+00,1.063505348281834406e+00,-4.386870839990407167e-01,2.016464630198543887e-03
-1.051051051051050678e+00,1.066261501320236782e+00,-4.248190442394415567e-01,2.195293278605870216e-03
-1.031031031031030665e+00,1.069081873911646552e+00,-4.094104013707166034e-01,2.386152651572316392e-03
-1.011011011011010652e+00,1.071964583500018220e+00,-3.924585220013770415e-01,2.589450639165547397e-03
-9.909909909909906389e-01,1.074907515228788801e+00,-3.739671314321808548e-01,2.805567918875612882e-03
-9.709709709709706260e-01,1.077908319167298012e+00,-3.539464543974620292e-01,3.034853097736787530e-03
-9.509509509509506131e-01,1.080964408383464637e+00,-3.324133169371357721e-01,3.277617712442219399e-03
-9.309309309309306002e-01,1.084072957906760504e+00,-3.093912081978267836e-01,3.534131125595961834e-03
-9.109109109109105873e-01,1.087230904622216165e+00,-2.849103013444133636e-01,3.804615360605086930e-03
-8.908908908908905744e-01,1.090434948132485093e+00,-2.590074331862392554e-01,4.089239921862634561e-03
-8.708708708708705615e-01,1.093681552620892949e+00,-2.317260425311558347e-01,4.388116650730567586e-03
-8.508508508508505486e-01,1.096966949743942488e+00,-2.031160676712398527e-01,4.701294671322134126e-03
-8.308308308308305357e-01,1.100287142576910959e+00,-1.732338038181721052e-01,5.028755483120833474e-03
-8.108108108108105228e-01,1.103637910631037666e+00,-1.421417216802903227e-01,5.370408259983474979e-03
-7.907907907907905098e-01,1.107014815955331688e+00,-1.099082487256420604e-01,5.726085416976756624e-03
-7.707707707707704969e-01,1.110413210330307265e+00,-7.660751500620793797e-02,6.095538507722335700e-03
-7.507507507507504840e-01,1.113828243554966457e+00,-4.231906572629124536e-02,6.478434515404381429e-03
-7.307307307307304711e-01,1.117254872822172951e+00,-7.127542988967970616e-03,6.874352600271976463e-03
-7.107107107107104582e-01,1.120687873171200444e+00,2.887766061745734164e-02,7.282781365293882272e-03
-6.906906906906904453e-01,1.124121848999756645e+00,6.560277374115994209e-02,7.703116699559194730e-03
-6.706706706706704324e-01,1.127551246611216973e+00,1.029500403187705582e-01,8.134660256037744980e-03
-6.506506506506504195e-01,1.130970367766189977e+00,1.408181328535825227e-01,8.576618616405526710e-03
-6.306306306306304066e-01,1.134373384200934920e+00,1.791025817798441722e-01,9.028103190806033296e-03
-6.106106106106103937e-01,1.137754353068614055e+00,2.176962177593516623e-01,9.488130894676189905e-03
-5.905905905905903808e-01,1.141107233252906195e+00,2.564896237478504482e-01,9.955625638145037745e-03
-5.705705705705703679e-01,1.144425902497238967e+00,2.953715937545026149e-01,1.042942065607098921e-02
-5.505505505505503550e-01,1.147704175286804018e+00,3.342295953024975730e-01,1.090826169857746393e-02
-5.305305305305303420e-01,1.150935821414701188e+00,3.729502327059210920e-01,1.139081109306528533e-02
-5.105105105105103291e-01,1.154114585158028561e+00,4.114197084378702907e-01,1.187565267921561821e-02
-4.904904904904903162e-01,1.157234204984570747e+00,4.495242800277254869e-01,1.236129760856500594e-02
-4.704704704704703033e-01,1.160288433705953803e+00,4.871507101064661560e-01,1.284619098995397335e-02
-4.504504504504502904e-01,1.163271058988810003e+00,5.241867074293286022e-01,1.332871935166373735e-02
-4.304304304304302775e-01,1.166175924131633845e+00,5.605213569028187903e-01,1.380721888050126349e-02
-4.104104104104102646e-01,1.168996949011681385e+00,5.960455368572046275e-01,1.427998438762841972e-02
-3.903903903903902517e-01,1.171728151103483384e+00,6.306523220290088938e-01,1.474527894071041116e-02
-3.703703703703702388e-01,1.174363666468347001e+00,6.642373709243341029e-01,1.520134409214247799e-02
-3.503503503503502259e-01,1.176897770612636895e+00,6.966992964460559934e-01,1.564641062386054951e-02
-3.303303303303302130e-01,1.179324899111674707e+00,7.279400188566286234e-01,1.607870972070615453e-02
-3.103103103103102001e-01,1.181639667895795220e+00,7.578651003545329168e-01,1.649648447664739045e-02
-2.902902902902901872e-01,1.183836893095465692e+00,7.863840607093872670e-01,1.689800163149684023e-02
-2.702702702702701743e-01,1.185911610343395983e+00,8.134106735501418495e-01,1.728156343023734900e-02
-2.502502502502501613e-01,1.187859093433289770e+00,8.388632430703573117e-01,1.764551949278874918e-02
-2.302302302302301484e-01,1.189674872237245440e+00,8.626648610255983618e-01,1.798827857910768879e-02
-2.102102102102101355e-01,1.191354749786863287e+00,8.847436440117453227e-01,1.830832013299652644e-02
-1.901901901901901226e-01,1.192894818426786463e+00,9.050329511066576016e-01,1.860420548795145915e-02
-1.701701701701701097e-01,1.194291474953717458e+00,9.234715820332505265e-01,1.887458861984550942e-02
-1.501501501501500968e-01,1.195541434658856206e+00,9.400039560624767754e-01,1.911822633422186404e-02
-1.301301301301300839e-01,1.196641744197186608e+00,9.545802719042851825e-01,1.933398778045588781e-02
-1.101101101101100710e-01,1.197589793213054365e+00,9.671566488719479660e-01,1.952086319098879363e-02
-9.009009009009005808e-02,1.198383324657994020e+00,9.776952496065844933e-01,1.967797175117953073e-02
-7.007007007007004518e-02,1.199020443743725295e+00,9.861643846426033644e-01,1.980456851397466300e-02
-5.005005005005003227e-02,1.199499625480618725e+00,9.925385990875732478e-01,1.990005028345356863e-02
-3.003003003003001936e-02,1.199819720759649933e+00,9.967987416530982303e-01,1.996396040223223645e-02
-1.001001001001000645e-02,1.199979960943896362e+00,9.989320162406654102e-01,1.999599238956115826e-02
1.001001001001000645e-02,1.199979960943896362e+00,9.989320162406654102e-01,1.999599238956115826e-02
3.003003003003001936e-02,1.199819720759649933e+00,9.967987416530982303e-01,1.996396040223223645e-02
5.005005005005003227e-02,1.199499625480618725e+00,9.925385990875732478e-01,1.990005028345356863e-02
7.007007007007004518e-02,1.199020443743725295e+00,9.861643846426033644e-01,1.980456851397466300e-02
9.009009009009005808e-02,1.198383324657994020e+00,9.776952496065844933e-01,1.967797175117953073e-02
1.101101101101100710e-01,1.197589793213054365e+00,9.671566488719479660e-01,1.952086319098879363e-02
1.301301301301300839e-01,1.196641744197186608e+00,9.545802719042851825e-01,1.933398778045588781e-02
1.501501501501500968e-01,1.195541434658856206e+00,9.400039560624767754e-01,1.911822633422186404e-02
1.701701701701701097e-01,1.194291474953717458e+00,9.234715820332505265e-01,1.887458861984550942e-02
1.901901901901901226e-01,1.192894818426786463e+00,9.050329511066576016e-01,1.860420548795145915e-02
2.102102102102101355e-01,1.191354749786863287e+00,8.847436440117453227e-01,1.830832013299652644e-02
2.302302302302301484e-01,1.189674872237245440e+00,8.626648610255983618e-01,1.798827857910768879e-02
2.502502502502501613e-01,1.187859093433289770e+00,8.388632430703573117e-01,1.764551949278874918e-02
2.702702702702701743e-01,1.185911610343395983e+00,8.134106735501418495e-01,1.728156343023734900e-02
2.902902902902901872e-01,1.183836893095465692e+00,7.863840607093872670e-01,1.689800163149684023e-02
3.103103103103102001e-01,1.181639667895795220e+00,7.578651003545329168e-01,1.649648447664739045e-02
3.303303303303302130e-01,1.179324899111674707e+00,7.279400188566286234e-01,1.607870972070615453e-02
3.503503503503502259e-01,1.176897770612636895e+00,6.966992964460559934e-01,1.564641062386054951e-02
3.703703703703702388e-01,1.174363666468347001e+00,6.642373709243341029e-01,1.520134409214247799e-02
3.903903903903902517e-01,1.171728151103483384e+00,6.306523220290088938e-01,1.474527894071041116e-02
4.104104104104102646e-01,1.168996949011681385e+00,5.960455368572046275e-01,1.427998438762841972e-02
4.304304304304302775e-01,1.166175924131633845e+00,5.605213569028187903e-01,1.380721888050126349e-02
4.504504504504502904e-01,1.163271058988810003e+00,5.241867074293286022e-01,1.332871935166373735e-02
4.704704704704703033e-01,1.160288433705953803e+00,4.871507101064661560e-01,1.284619098995397335e-02
4.904904904904903162e-01,1.157234204984570747e+00,4.495242800277254869e-01,1.236129760856500594e-02
5.105105105105103291e-01,1.154114585158028561e+00,4.114197084378702907e-01,1.187565267921561821e-02
5.305305305305303420e-01,1.150935821414701188e+00,3.729502327059210920e-01,1.139081109306528533e-02
5.505505505505503550e-01,1.147704175286804018e+00,3.342295953024975730e-01,1.090826169857746393e-02
5.705705705705703679e-01,1.144425902497238967e+00,2.953715937545026149e-01,1.042942065607098921e-02
5.905905905905903808e-01,1.141107233252906195e+00,2.564896237478504482e-01,9.955625638145037745e-03
6.106106106106103937e-01,1.137754353068614055e+00,2.176962177593516623e-01,9.488130894676189905e-03
6.306306306306304066e-01,1.134373384200934920e+00,1.791025817798441722e-01,9.028103190806033296e-03
6.506506506506504195e-01,1.130970367766189977e+00,1.408181328535825227e-01,8.576618616405526710e-03
6.706706706706704324e-01,1.127551246611216973e+00,1.029500403187705582e-01,8.134660256037744980e-03
6.906906906906904453e-01,1.124121848999756645e+00,6.560277374115994209e-02,7.703116699559194730e-03
7.107107107107104582e-01,1.120687873171200444e+00,2.887766061745734164e-02,7.282781365293882272e-03
7.307307307307304711e-01,1.117254872822172951e+00,-7.127542988967970616e-03,6.874352600271976463e-03
7.507507507507504840e-01,1.113828243554966457e+00,-4.231906572629124536e-02,6.478434515404381429e-03
7.707707707707704969e-01,1.110413210330307265e+00,-7.660751500620793797e-02,6.095538507722335700e-03
7.907907907907905098e-01,1.107014815955331688e+00,-1.099082487256420604e-01,5.726085416976756624e-03
8.108108108108105228e-01,1.103637910631037666e+00,-1.421417216802903227e-01,5.370408259983474979e-03
8.308308308308305357e-01,1.100287142576910959e+00,-1.732338038181721052e-01,5.028755483120833474e-03
8.508508508508505486e-01,1.096966949743942488e+00,-2.031160676712398527e-01,4.701294671322134126e-03
8.708708708708705615e-01,1.093681552620892949e+00,-2.317260425311558347e-01,4.388116650730567586e-03
8.908908908908905744e-01,1.090434948132485093e+00,-2.590074331862392554e-01,4.089239921862634561e-03
9.109109109109105873e-01,1.087230904622216165e+00,-2.849103013444133636e-01,3.804615360605086930e-03
9.309309309309306002e-01,1.084072957906760504e+00,-3.093912081978267836e-01,3.534131125595961834e-03
9.509509509509506131e-01,1.080964408383464637e+00,-3.324133169371357721e-01,3.277617712442219399e-03
9.709709709709706260e-01,1.077908319167298012e+00,-3.539464543974620292e-01,3.034853097736787530e-03
9.909909909909906389e-01,1.074907515228788801e+00,-3.739671314321808548e-01,2.805567918875612882e-03
1.011011011011010652e+00,1.071964583500018220e+00,-3.924585220013770415e-01,2.589450639165547397e-03
1.031031031031030665e+00,1.069081873911646552e+00,-4.094104013707166034e-01,2.386152651572316392e-03
1.051051051051050678e+00,1.066261501320236782e+00,-4.248190442394415567e-01,2.195293278605870216e-03
1.071071071071070691e+00,1.063505348281834406e+00,-4.386870839990407167e-01,2.016464630198543887e-03
1.091091091091090703e+00,1.060815068624857860e+00,-4.510233347199034126e-01,1.849236285923085534e-03
1.111111111111110716e+00,1.058192091772861998e+00,-4.618425778154687800e-01,1.693159772450596613e-03
1.131131131131130729e+00,1.055637627765660724e+00,-4.711653156736771431e-01,1.547772811695110641e-03
1.151151151151150742e+00,1.053152672925616651e+00,-4.790174948508507113e-01,1.412603319568790606e-03
1.171171171171170755e+00,1.050738016114651341e+00,-4.854302016756621430e-01,1.287173139625309541e-03
1.191191191191190768e+00,1.048394245526645285e+00,-4.904393333575545189e-01,1.171001500046613564e-03
1.211211211211210781e+00,1.046121755959423805e+00,-4.940852478579894069e-01,1.063608186390322622e-03
1.231231231231230794e+00,1.043920756510402281e+00,-4.964123959261525498e-01,9.645164262230221603e-04
1.251251251251250807e+00,1.041791278640207929e+00,-4.974689387981320321e-01,8.732554851917498145e-04
